,property_type,land_size_bin,yr,count,mean,std,min,25%,50%,75%,max
251,townhouse,0,2021,92.0,1053804.347826087,421152.59793822886,480000.0,757500.0,907500.0,1310500.0,2710000.0
252,townhouse,0,2022,55.0,924991.8181818182,385054.87220361736,455000.0,687500.0,820000.0,1007500.0,2425000.0
253,townhouse,200,2008,1.0,499950.0,,499950.0,499950.0,499950.0,499950.0,499950.0
254,townhouse,200,2009,3.0,711666.6666666666,163732.50542678853,580000.0,620000.0,660000.0,777500.0,895000.0
255,townhouse,200,2010,3.0,1011666.6666666666,154299.49233012187,835000.0,957500.0,1080000.0,1100000.0,1120000.0
256,townhouse,200,2011,9.0,693777.7777777778,124695.40666938957,590000.0,625000.0,635000.0,715000.0,980000.0
257,townhouse,200,2012,7.0,649000.0,213003.3254826475,423000.0,491250.0,600000.0,765250.0,1007000.0
258,townhouse,200,2013,19.0,730877.052631579,173696.9862252057,440000.0,616500.0,708000.0,888888.0,1043000.0
259,townhouse,200,2014,21.0,1088537.0,1177306.2620945324,540000.0,720000.0,870000.0,952000.0,6175000.0
260,townhouse,200,2015,35.0,1026868.2285714286,303046.98833942116,365000.0,839000.0,968000.0,1174000.0,1865000.0
261,townhouse,200,2016,34.0,940764.7058823529,309433.5057393645,485000.0,686000.0,870000.0,1125000.0,1755000.0
262,townhouse,200,2017,29.0,1082034.4827586208,328506.87454848754,665000.0,845000.0,1100000.0,1248000.0,2040000.0
263,townhouse,200,2018,30.0,1019083.3333333334,430839.5389623999,668500.0,775000.0,906000.0,988875.0,2500000.0
264,townhouse,200,2019,39.0,941471.4871794871,183048.89631761922,625500.0,795750.0,918000.0,1067500.0,1475000.0
265,townhouse,200,2020,70.0,1000560.7142857143,418594.3530239513,548000.0,716625.0,900000.0,1127500.0,3311000.0
266,townhouse,200,2021,141.0,1118400.5319148935,390773.11362997466,520000.0,820000.0,1005000.0,1348000.0,2515000.0
267,townhouse,200,2022,74.0,1086870.0810810812,495476.590243013,612000.0,785000.0,895500.0,1236250.0,2900000.0
268,townhouse,400,2011,2.0,596000.0,29698.484809834998,575000.0,585500.0,596000.0,606500.0,617000.0
269,townhouse,400,2012,1.0,705000.0,,705000.0,705000.0,705000.0,705000.0,705000.0
270,townhouse,400,2014,4.0,1108875.0,605952.7449947452,750000.0,784500.0,835500.0,1159875.0,2014500.0
271,townhouse,400,2015,2.0,900000.0,282842.71247461904,700000.0,800000.0,900000.0,1000000.0,1100000.0
272,townhouse,400,2017,3.0,1250666.6666666667,391339.1538465495,837000.0,1068500.0,1300000.0,1457500.0,1615000.0
273,townhouse,400,2018,3.0,1118333.3333333333,368996.38661284116,770000.0,925000.0,1080000.0,1292500.0,1505000.0
274,townhouse,400,2019,6.0,951314.6666666666,95795.72689147815,815000.0,898472.0,954444.0,1000000.0,1089000.0
275,townhouse,400,2020,4.0,997522.0,138763.65255113938,885000.0,931500.0,952544.0,1018566.0,1200000.0
276,townhouse,400,2021,5.0,998900.0,257344.22472633809,665000.0,852500.0,1050000.0,1077000.0,1350000.0
277,townhouse,400,2022,1.0,835000.0,,835000.0,835000.0,835000.0,835000.0,835000.0
278,townhouse,600,2010,1.0,895000.0,,895000.0,895000.0,895000.0,895000.0,895000.0
279,townhouse,600,2013,1.0,655000.0,,655000.0,655000.0,655000.0,655000.0,655000.0
280,townhouse,600,2016,1.0,2706000.0,,2706000.0,2706000.0,2706000.0,2706000.0,2706000.0
281,townhouse,600,2017,1.0,1120000.0,,1120000.0,1120000.0,1120000.0,1120000.0,1120000.0
282,townhouse,600,2020,1.0,1185000.0,,1185000.0,1185000.0,1185000.0,1185000.0,1185000.0
283,warehouse,200,2009,1.0,2850000.0,,2850000.0,2850000.0,2850000.0,2850000.0,2850000.0
284,warehouse,200,2019,2.0,3060000.0,1583919.1898578664,1940000.0,2500000.0,3060000.0,3620000.0,4180000.0
285,warehouse,200,2022,1.0,2100000.0,,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0
286,warehouse,400,2011,1.0,818000.0,,818000.0,818000.0,818000.0,818000.0,818000.0
